Size (nt),"D1: E. coli Total RNA","D2: E. coli Total RNA","D3: E. coli Total RNA","D4: E. coli Total RNA","D5: E. coli Total RNA","D6: E. coli Total RNA","D7: E. coli Total RNA","D8: DM","D9: DM","D10: DM","D11: DM","D12: RNA Ladder"
12879.14,7.01,0.00,0.22,2.69,1.42,0.00,0.00,0.83,0.00,1.99,0.41,2.11
12906.99,6.53,0.00,0.21,2.58,0.89,0.00,0.00,0.68,0.00,1.76,0.73,1.95
12934.84,6.01,0.00,0.34,2.49,0.63,0.00,0.00,0.42,0.00,1.52,1.03,1.72
12962.69,5.47,0.00,0.50,2.35,0.65,0.00,0.04,0.18,0.00,1.40,1.33,1.54
12990.54,4.94,0.00,0.58,2.17,0.86,0.00,0.03,0.04,0.00,1.40,1.65,1.46
13018.40,4.42,0.00,0.52,1.99,1.09,0.00,0.00,0.00,0.00,1.44,2.00,1.40
13046.25,3.87,0.00,0.32,1.85,1.28,0.00,0.00,0.01,0.00,1.42,2.30,1.28
13074.10,3.30,0.00,0.10,1.74,1.44,0.00,0.00,0.01,0.00,1.29,2.43,1.07
13101.95,2.75,0.00,0.00,1.61,1.64,0.13,0.00,0.03,0.00,1.02,2.37,0.80
13129.80,2.30,0.00,0.00,1.45,1.90,0.35,0.00,0.04,0.00,0.68,2.18,0.53
13157.65,2.01,0.00,0.00,1.32,2.15,0.46,0.15,0.03,0.00,0.32,1.93,0.30
13185.50,1.80,0.00,0.00,1.27,2.28,0.37,0.22,0.00,0.00,0.03,1.68,0.13
13213.35,1.54,0.00,1.25,1.30,2.24,0.08,0.17,0.00,0.00,0.00,1.45,0.04
13241.21,1.14,0.00,1.27,1.39,2.08,0.00,0.01,0.00,0.15,0.00,1.23,0.00
13269.06,0.61,27.27,1.21,1.50,1.98,0.00,0.00,0.00,0.29,0.18,1.02,3.31
13296.91,0.00,28.13,1.10,1.62,2.08,0.00,0.00,0.00,0.40,0.40,0.83,3.38
13324.76,0.00,28.66,0.96,1.79,2.39,0.00,0.00,0.00,0.50,0.53,0.68,3.37
13352.61,0.00,28.89,0.86,1.98,2.76,0.00,0.00,0.00,0.51,0.49,0.55,3.30
13380.46,0.00,28.87,0.77,2.10,3.01,0.00,0.00,0.00,0.38,0.28,0.41,3.25
13408.31,0.00,28.65,0.67,2.05,3.05,0.00,0.00,0.00,0.10,0.00,0.25,3.29
13436.16,0.00,28.34,0.57,1.78,2.93,0.00,0.00,0.00,0.00,0.00,0.05,3.39
13464.01,0.00,28.03,0.53,1.35,2.79,0.00,0.06,0.04,0.00,0.00,0.00,3.47
13491.86,0.00,27.77,0.61,0.88,2.68,0.00,0.22,0.14,0.00,0.00,0.00,3.39
13519.72,0.00,27.58,0.82,0.46,2.60,0.00,0.17,0.11,0.00,0.00,0.00,3.14
13547.57,0.00,27.43,1.07,0.17,2.48,0.00,0.00,0.00,0.00,0.00,0.00,2.84
13575.42,0.00,27.30,1.17,0.02,2.29,0.00,1.54,0.00,0.00,0.12,0.86,2.64
13603.27,0.00,27.15,1.02,0.00,2.00,0.06,1.30,0.00,0.00,0.45,1.02,2.58
13631.12,0.00,26.89,0.67,0.57,1.63,0.13,1.08,0.00,0.01,0.79,1.15,2.55
13658.97,0.00,26.42,0.28,0.76,1.21,0.00,0.94,0.00,0.00,1.08,1.25,2.45
13686.82,0.00,25.73,0.03,0.81,0.77,1.63,0.91,0.00,1.77,1.32,1.27,2.29
13714.67,0.00,24.91,0.00,0.66,0.38,1.35,0.95,0.00,1.39,1.48,1.19,2.17
13742.52,0.00,24.14,0.11,0.37,0.06,1.07,1.00,0.91,0.94,1.52,1.05,2.22
13770.37,0.00,23.55,0.29,0.11,0.00,0.80,1.07,0.96,0.55,1.39,0.92,2.43
13798.23,0.00,23.11,0.47,0.00,0.00,0.53,1.16,0.93,0.31,1.06,0.84,2.69
13826.08,0.00,22.73,0.60,0.00,0.00,0.30,1.25,0.81,0.28,0.59,0.79,2.87
13853.93,0.00,22.30,0.71,0.01,0.00,0.12,1.32,0.67,0.44,0.10,0.74,2.85
13881.78,0.00,21.82,0.83,0.00,0.00,0.01,1.37,0.58,0.67,0.00,0.68,2.65
13909.63,0.00,21.38,1.00,0.00,0.00,0.00,1.41,0.58,0.84,0.00,0.61,2.36
13937.48,0.00,21.11,1.24,0.12,0.41,0.13,1.50,0.66,0.93,0.00,0.55,2.06
13965.33,0.00,21.08,1.47,0.33,0.53,0.37,1.66,0.80,0.95,0.00,0.48,1.82
13993.18,0.00,21.25,1.63,0.57,0.72,0.64,1.87,0.97,0.98,0.00,0.42,1.62
14021.04,0.00,21.48,1.67,0.80,0.91,0.86,2.04,1.18,0.97,0.00,0.35,1.39
14048.89,0.00,21.66,1.61,1.04,1.05,0.97,2.13,1.38,0.85,0.70,0.28,1.10
14076.74,0.00,21.73,1.51,1.36,1.10,0.99,2.11,1.48,0.60,0.95,0.18,0.75
14104.59,0.00,21.69,1.44,1.81,1.07,0.95,2.01,1.43,0.33,1.15,0.08,0.39
14132.44,0.00,21.53,1.41,2.33,0.95,0.86,1.86,1.25,0.25,1.27,0.03,0.11
14160.29,0.00,21.18,1.38,2.78,0.73,0.74,1.68,1.01,0.48,1.30,0.09,0.00
14188.14,0.00,20.66,1.30,3.03,0.58,0.59,1.45,0.82,0.97,1.24,0.26,0.04
14215.99,0.00,20.01,1.14,3.03,0.44,0.41,1.21,0.73,1.51,1.12,0.53,0.18
14243.84,0.00,19.32,0.92,2.85,0.16,0.28,1.03,0.72,1.85,0.96,0.85,0.32
14271.69,0.00,18.59,0.72,2.60,0.00,0.23,0.93,0.70,1.88,0.79,1.18,0.39
14299.55,0.00,17.81,0.60,2.35,0.00,0.30,0.93,0.56,1.62,0.62,1.48,0.39
14327.40,0.00,17.01,0.55,2.11,0.18,0.46,1.00,0.33,1.21,0.53,1.66,0.34
14355.25,0.00,16.26,0.50,1.82,0.47,0.65,1.10,0.11,0.80,0.58,1.66,0.29
14383.10,0.00,15.67,0.40,1.48,0.76,0.88,1.17,0.00,0.55,0.78,1.45,0.30
14410.95,0.00,15.20,0.30,1.11,0.98,1.14,1.18,0.05,0.56,1.03,1.10,0.41
14438.80,0.00,14.75,0.29,0.73,1.11,1.48,1.09,0.21,0.81,1.21,0.73,0.58
14466.65,0.00,14.21,0.47,0.38,1.17,1.86,0.96,0.43,1.21,1.25,0.47,0.77
14494.50,0.00,13.60,0.80,0.11,1.20,2.25,0.85,0.68,1.59,1.17,0.39,0.90
14522.35,0.00,13.04,1.17,0.00,1.25,2.57,0.86,0.94,1.86,1.09,0.48,0.92
14550.21,0.00,12.57,1.43,0.01,1.30,2.76,1.06,1.16,1.99,1.05,0.66,0.81
14578.06,0.00,12.15,1.52,0.19,1.30,2.76,1.46,1.27,2.02,1.05,0.81,0.61
14605.91,0.00,11.71,1.42,0.47,1.23,2.62,2.01,1.22,1.99,1.04,0.89,0.41
14633.76,0.00,11.19,1.17,0.81,1.09,2.42,2.57,1.07,1.89,1.02,0.92,0.31
14661.61,0.00,10.61,0.82,1.19,1.00,2.30,2.98,0.89,1.72,1.01,0.95,0.33
14689.46,0.00,10.00,0.47,1.57,1.05,2.30,3.15,0.76,1.50,1.01,1.00,0.44
14717.31,0.00,9.41,0.20,1.95,1.19,2.37,3.09,0.72,1.32,1.03,1.06,0.52
14745.16,0.00,8.88,0.06,2.28,1.34,2.39,2.92,0.79,1.23,1.04,1.10,0.51
14773.01,0.00,8.41,0.09,2.51,1.41,2.32,2.73,0.97,1.23,1.09,1.08,0.40
14800.87,0.00,7.99,0.26,2.56,1.39,2.22,2.60,1.25,1.24,1.19,1.01,0.24
14828.72,0.00,7.56,0.51,2.43,1.35,2.17,2.52,1.55,1.16,1.30,0.90,0.08
14856.57,0.00,7.10,0.73,2.18,1.33,2.20,2.46,1.76,0.98,1.37,0.73,0.00
14884.42,0.00,6.64,0.82,1.89,1.31,2.26,2.38,1.79,0.75,1.37,0.52,0.00
14912.27,0.00,6.23,0.73,1.67,1.23,2.28,2.23,1.59,0.54,1.30,0.31,0.00
14940.12,0.00,5.94,0.51,1.51,1.06,2.21,2.04,1.24,0.36,1.19,0.16,0.02
14967.97,0.00,5.76,0.25,1.42,0.81,2.05,1.84,0.88,0.23,1.07,0.11,0.00
14995.82,0.00,5.64,0.06,1.35,0.55,1.85,1.72,0.65,0.12,0.93,0.15,0.00
15023.67,0.00,5.54,0.00,1.29,0.33,1.66,1.71,0.60,0.05,0.78,0.25,0.00
15051.52,0.00,5.41,0.10,1.25,0.24,1.58,1.81,0.71,0.05,0.69,0.36,0.00
15079.38,0.00,5.28,0.30,1.17,0.33,1.64,1.95,0.89,0.18,0.74,0.46,0.00
15107.23,0.00,5.22,0.55,1.03,0.59,1.81,2.09,1.10,0.43,0.95,0.49,0.00
15135.08,0.00,5.29,0.78,0.84,0.96,2.00,2.15,1.32,0.73,1.23,0.47,0.00
15162.93,0.00,5.51,0.96,0.68,1.36,2.08,2.10,1.49,0.98,1.46,0.43,0.00
15190.78,0.00,5.82,1.10,0.67,1.68,2.01,1.93,1.54,1.13,1.52,0.42,0.00
15218.63,0.00,6.09,1.25,0.94,1.86,1.79,1.68,1.43,1.16,1.40,0.49,0.00
15246.48,0.00,6.25,1.40,1.43,1.88,1.48,1.39,1.22,1.13,1.20,0.57,0.00
15274.33,0.00,6.28,1.48,2.01,1.80,1.17,1.14,1.01,1.04,1.05,0.57,0.00
15302.18,0.00,6.23,1.45,2.50,1.72,0.92,1.07,0.86,0.96,1.06,0.50,0.00
15330.04,0.00,6.17,1.29,2.76,1.68,0.75,1.00,0.80,0.94,1.15,0.44,0.00
15357.89,0.00,6.15,1.08,2.78,1.67,0.64,1.03,0.78,1.01,1.23,0.25,0.00
15385.74,0.00,6.18,0.89,2.63,1.62,0.57,1.20,0.79,1.11,1.18,0.16,0.00
15413.59,0.00,6.27,0.70,2.40,1.49,0.51,1.44,0.78,1.13,0.99,0.24,0.00
15441.44,0.00,6.38,0.46,2.16,1.28,0.42,1.68,0.73,1.00,0.72,0.42,0.00
15469.29,0.00,6.45,0.19,1.93,1.07,0.30,1.83,0.63,0.74,0.44,0.58,0.00
15497.14,0.00,6.37,0.00,1.72,0.92,0.17,1.87,0.48,0.42,0.25,0.64,0.00
15524.99,0.00,6.08,0.00,1.57,0.90,0.09,1.80,0.33,0.14,0.19,0.64,0.00
15552.84,0.00,5.59,0.25,1.52,0.98,0.12,1.65,0.23,0.00,0.19,0.65,0.00
15580.69,0.00,5.05,0.73,1.56,1.07,0.28,1.46,0.23,0.03,0.17,0.70,0.05
15608.55,0.00,4.64,1.19,1.64,1.08,0.56,1.24,0.30,0.26,0.08,0.74,0.11
15636.40,0.00,4.47,1.43,1.67,0.98,0.92,0.95,0.40,0.61,0.00,0.67,0.12
15664.25,0.00,4.49,1.37,1.57,0.82,1.31,0.61,0.50,0.95,0.06,0.46,0.07
15692.10,0.00,4.56,1.17,1.44,0.70,1.65,0.28,0.60,1.18,0.30,0.17,0.01
15719.95,0.00,4.53,1.06,1.31,0.65,1.83,0.06,0.66,1.20,0.60,0.00,0.00
15747.80,0.00,4.37,1.15,0.95,0.71,1.75,0.00,0.68,1.03,0.77,0.04,0.00
15775.65,0.00,4.15,1.40,0.58,0.91,1.40,0.06,0.64,0.76,0.71,0.36,0.08
15803.50,0.00,3.91,1.64,0.33,1.22,0.90,0.19,0.58,0.53,0.49,0.82,0.23
15831.35,0.00,3.66,1.74,0.31,1.55,0.40,0.34,0.58,0.46,0.29,1.16,0.43
15859.21,0.00,3.42,1.64,0.53,1.72,0.08,0.47,0.70,0.53,0.24,1.23,0.64
15887.06,0.00,3.16,1.36,0.87,1.61,0.00,0.57,0.94,0.66,0.35,1.06,0.86
15914.91,0.00,2.90,1.03,1.21,1.22,0.11,0.61,1.23,0.76,0.48,0.77,1.04
15942.76,0.00,2.62,0.74,1.41,0.69,0.37,0.60,1.49,0.81,0.53,0.54,1.18
15970.61,0.00,2.32,0.59,1.46,0.23,0.66,0.55,1.64,0.79,0.46,0.42,1.25
15998.46,0.00,2.01,0.58,1.39,0.00,0.77,0.53,1.67,0.76,0.34,0.38,1.26
16026.31,0.00,1.70,0.68,1.28,0.01,0.87,0.58,1.64,0.72,0.27,0.36,1.21
16054.16,0.00,1.40,0.79,1.18,0.19,0.98,0.68,1.65,0.60,0.27,0.31,1.08
16082.01,0.00,1.14,0.83,1.06,0.42,0.99,0.75,1.71,0.46,0.31,0.23,0.85
16109.87,0.00,0.94,0.73,0.89,0.57,0.96,0.76,1.78,0.32,0.38,0.10,0.56
16137.72,0.00,0.80,0.52,0.68,0.58,0.87,0.76,1.77,0.18,0.48,0.00,0.27
16165.57,0.00,0.68,0.26,0.47,0.46,0.69,0.82,1.57,0.07,0.60,0.00,0.06
16193.42,0.00,0.51,0.00,0.34,0.26,0.44,0.97,1.17,0.00,0.71,0.14,0.00
16221.27,0.00,0.27,0.00,0.31,0.07,0.19,1.16,0.66,0.01,0.75,0.36,0.00
16249.12,0.00,0.00,0.00,0.33,0.00,0.02,1.28,0.44,0.12,0.67,0.54,0.00
16276.97,0.00,0.00,0.00,0.34,0.07,0.00,1.27,0.21,0.33,0.52,0.61,0.00
16304.82,0.00,0.00,0.00,0.27,0.30,0.00,1.08,0.00,0.61,0.40,0.55,0.00
16332.67,0.00,0.00,0.00,0.15,0.58,0.00,0.76,0.00,0.95,0.41,0.41,0.00
16360.52,0.00,0.00,0.00,0.04,0.79,0.00,0.40,0.17,1.33,0.54,0.25,0.00
16388.37,0.00,0.00,0.00,0.00,0.88,0.00,0.11,0.37,1.73,0.72,0.11,0.00
16416.23,0.00,0.00,0.00,0.00,0.86,0.00,0.00,0.49,2.07,0.88,0.02,0.00
16444.08,0.00,0.00,0.00,0.11,0.78,0.00,0.00,0.54,2.26,1.00,0.00,0.00
16471.93,0.00,0.00,0.00,0.32,0.64,0.00,0.11,0.56,2.18,1.11,0.04,0.00
16499.78,0.00,0.00,0.00,0.54,0.49,0.00,0.30,0.58,1.85,1.24,0.09,0.00
16527.63,0.00,0.00,0.00,0.69,0.39,0.00,0.41,0.59,1.37,1.34,0.11,0.00
16555.48,0.00,0.00,0.00,0.73,0.47,0.00,0.31,0.61,0.85,1.34,0.07,0.00
16583.33,0.00,0.00,0.00,0.60,0.75,0.00,0.00,0.66,0.40,1.23,0.00,0.00
